Name: “Table 1 of 1 on page 23 of 34”,Name: “Table 1 of 1 on page 23 of 34”,Name: “Table 1 of 1 on page 23 of 34”,Name: “Table 1 of 1 on page 23 of 34”,Name: “Table 1 of 1 on page 23 of 34”,Name: “Table 1 of 1 on page 23 of 34”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,
Table 7.,Average length [mm ± SD (no. measured)] of nekton within each habitat at GEWA in 2008.,Average length [mm ± SD (no. measured)] of nekton within each habitat at GEWA in 2008.,Average length [mm ± SD (no. measured)] of nekton within each habitat at GEWA in 2008.,Average length [mm ± SD (no. measured)] of nekton within each habitat at GEWA in 2008.,Average length [mm ± SD (no. measured)] of nekton within each habitat at GEWA in 2008.
Length data for each species was summarized over all stations sampled within each habitat.,Length data for each species was summarized over all stations sampled within each habitat.,Length data for each species was summarized over all stations sampled within each habitat.,Length data for each species was summarized over all stations sampled within each habitat.,Length data for each species was summarized over all stations sampled within each habitat.,‘-‘ indicates
that a species was not present.,,,,,
,,,Average Length [mm ± SD (no. measured)],Average Length [mm ± SD (no. measured)],Average Length [mm ± SD (no. measured)]
Community/Species,Common Name,,Tidal Creek,Shoreline,All Stations
Fish,,,,,
Alosa sapidissima,American Shad,,-,26.6 ± 6.7 (16),26.6 ± 6.7 (16)
Callinectes sapidus,Blue Crab,,-,56.0 (1),56.0 (1)
,,,31.5 ± 12.2,,31.5 ± 12.2
Fundulus heteroclitus,Common Mummichog,Common Mummichog,(48),-,(48)
Fundulus luciae,Spotfin Killifish,,39.0 (1),-,39.0 (1)
Decapods,,,,,
Cyprinodon variegatus,Sheepshead Minnow,Sheepshead Minnow,33.5 ± 4.9 (2),-,33.5 ± 4.9 (2)
,Daggerblade Grass,,,,
Palaemonetes pugio,Shrimp,,-,26.5 ± 7.2 (15),26.5 ± 7.2 (15)
Physical characteristics of each nekton sampling station were recorded for each station.,Physical characteristics of each nekton sampling station were recorded for each station.,Physical characteristics of each nekton sampling station were recorded for each station.,Physical characteristics of each nekton sampling station were recorded for each station.,Physical characteristics of each nekton sampling station were recorded for each station.,These
measures provide limited insight into differences between habitats that may affect nekton (Table,measures provide limited insight into differences between habitats that may affect nekton (Table,measures provide limited insight into differences between habitats that may affect nekton (Table,measures provide limited insight into differences between habitats that may affect nekton (Table,measures provide limited insight into differences between habitats that may affect nekton (Table,measures provide limited insight into differences between habitats that may affect nekton (Table
