Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”,Name: “Table 1 of 1 on page 4 of 12”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,
Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month,Number of IBR Violent Offenses and Arrests Reported by Offense Type and Month
"(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011","(Through December), 2010 and 2011",,,,,,,,
"Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police",,,,,
"Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Research Center, http://www.dcjs.virginia.gov/research/",,,,
All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,All 2011 counts presented here are preliminary and will be finalized March 2012,,,,,,
,,,,Murder and Nonnegligent Manslaughter,Murder and Nonnegligent Manslaughter,Murder and Nonnegligent Manslaughter,Murder and Nonnegligent Manslaughter,,,,,
Murder and Nonnegligent Manslaughter Offenses,Murder and Nonnegligent Manslaughter Offenses,Murder and Nonnegligent Manslaughter Offenses,Murder and Nonnegligent Manslaughter Offenses,Murder and Nonnegligent Manslaughter Offenses,,Murder and Nonnegligent Manslaughter Arrests,Murder and Nonnegligent Manslaughter Arrests,Murder and Nonnegligent Manslaughter Arrests,Murder and Nonnegligent Manslaughter Arrests,Murder and Nonnegligent Manslaughter Arrests,Murder and Nonnegligent Manslaughter Arrests,
