Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”,Name: “Table 1 of 1 on page 7 of 7”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,,,,,
"Oct 15, 2012 01:28 PM",Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,Virginia Department of Education,,,,,,,,,Page No: 7 of,Page No: 7 of,Page No: 7 of,7
,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,2011-2012 Gifted Annual Report for All Divisions,,,,,,,,,,,
Number of Divisions using each Program Model,,,,,,,,,,,,,,,,,
,General Intellectual,General Intellectual,General Intellectual,General Intellectual,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Specific Academic Aptitude Visual/Performing Arts only,Tech/Prac Arts only,Tech/Prac Arts only,Tech/Prac Arts only,Tech/Prac Arts only,
,,Aptitude only,Aptitude only,,,only,only,,,,,,,,,,
,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,K-2,G3-5,G6-8,G9-12,G9-12
Visual and Performing Arts Programs in Specific Areas,,,,,,,,,,,,,,,,,
- Dance,,1,1,11,1,1,1,7,1,3,1,6,,,,1,
- Instrumental Music,1,3,10,20,2,4,6,14,2,4,5,15,,,,2,
- Theatre,1,1,7,28,1,1,3,18,1,1,3,18,,,,2,
- Visual Arts,9,17,26,37,6,12,15,28,9,21,27,37,,,,2,
- Vocal Music,3,5,11,21,4,7,8,16,3,7,9,18,,,,2,
