Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”,Name: “Table 1 of 1 on page 12 of 13”
Table: 12,Table: 12,Table: 12,Table: 12
,,,
,,Virginia Property Crime,
"Total Number of Drug Arrests Reported by Month, 1Q 2011 and 2012","Total Number of Drug Arrests Reported by Month, 1Q 2011 and 2012","Total Number of Drug Arrests Reported by Month, 1Q 2011 and 2012",
All 2012 counts presented here are preliminary and will be finalized March 2013,All 2012 counts presented here are preliminary and will be finalized March 2013,,
Includes arrests for both drug/narcotic violations and drug equipment violations,Includes arrests for both drug/narcotic violations and drug equipment violations,Includes arrests for both drug/narcotic violations and drug equipment violations,
Total Drug Arrests,,,
"3,500",,,
"3,400",,,
"3,300",,Total Drug Arrests,
"3,200",,2011 total:,"9,504"
"3,100",,2012 total:,"9,264"
"3,000",,,
,,Percent,
"2,900",,change:,-2.5%
"2,800",,,
"2,700",,,
Jan,Feb,Mar,
,2011,2012,
"Data Source: IBR electronic data files, compiled by Virginia Department of State Police","Data Source: IBR electronic data files, compiled by Virginia Department of State Police",,
"Produced by: Department of Criminal Justice Services Criminal Justice Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Criminal Justice Research Center, http://www.dcjs.virginia.gov/research/","Produced by: Department of Criminal Justice Services Criminal Justice Research Center, http://www.dcjs.virginia.gov/research/",
,,,10 of 10
